58, 26270.36, 17043.72, -36440.74, 14032.87, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
59, 26281.18, 17050.76, -37394.11, 13341.02, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
60, 26281.76, 17057.71, -38253.42, 12594.58, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
61, 26276.06, 17057.60, -37444.42, 13165.20, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
62, 26272.29, 17048.88, -36437.01, 14037.14, -187500.02, -187500.02, -187500.02, -187500.02, -0.02, -0.08, 1.08
63, 26294.68, 17065.06, -37152.89, 13550.10, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
64, 26313.12, 17088.56, -38241.91, 12622.88, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
65, 26309.90, 17089.56, -37676.73, 12984.82, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
66, 26302.88, 17076.64, -36505.32, 13966.33, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
67, 26326.58, 17090.14, -36886.77, 13768.29, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
68, 26342.96, 17106.73, -38098.12, 12778.45, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
69, 26335.18, 17107.22, -37874.56, 12857.91, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
70, 26326.42, 17096.51, -36619.44, 13876.01, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
71, 26331.38, 17095.46, -36693.96, 13922.36, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
72, 26334.13, 17097.94, -37962.09, 12914.64, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
73, 26341.08, 17108.94, -38067.52, 12717.87, -187500.02, -187500.02, -187500.02, -187500.02, -0.03, -0.08, 1.09
74, 26336.72, 17106.24, -36793.12, 13715.28, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
75, 26341.51, 17102.84, -36538.26, 14019.89, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
76, 26348.08, 17104.76, -37780.91, 13057.51, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
77, 26359.01, 17122.98, -38195.15, 12630.61, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
78, 26367.53, 17134.02, -37017.53, 13525.55, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
79, 26379.71, 17137.48, -36436.61, 14078.98, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
80, 26397.41, 17151.95, -37520.46, 13271.48, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
81, 26411.63, 17172.46, -38218.80, 12630.48, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
82, 26409.41, 17177.16, -37205.93, 13379.33, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
83, 26422.29, 17181.65, -36363.65, 14131.62, -187500.02, -187500.02, -187500.02, -187500.02, -0.02, -0.08, 1.08
84, 26437.31, 17192.74, -37236.82, 13514.07, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
85, 26442.63, 17204.90, -38193.07, 12686.60, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
86, 26439.70, 17207.09, -37436.33, 13209.41, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
87, 26443.68, 17204.56, -36399.17, 14088.59, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
88, 26452.82, 17207.91, -37019.18, 13681.01, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
89, 26467.10, 17226.22, -38145.24, 12738.73, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
90, 26456.04, 17219.29, -37668.54, 13028.63, -187500.02, -187500.02, -187500.02, -187500.02, 0.00, 0.00, 0.00
